32 in 1,,Atari,1988,"Educational, Sports","A multi-genre cartridge. It is a PAL-only release and is compatible with the Atari 7800.[4] 32 games are included, including games by Atari, Inc., Activision, CommaVid, and U.S. Games."
Lochjaw,Apollo,Apollo,1982,Action,Later released by Apollo as Shark Attack
Lock 'n' Chase,APh Technological Consulting,M Network,1982,Action,licensed by Data East USA.
London Blitz,Avalon Hill,Avalon Hill,1983,Strategy,
Lost Luggage,Apollo,Apollo,1982,Action,
M.A.D.,Western Technologies,U.S. Games,1982,Action,
MagiCard,CommaVid,CommaVid,1981,,
Malagai,,Answer Software,1983,Action,
Mangia,Spectravision,Spectravision,1983,Action,
Marauder,On-Line Systems,Tigervision,1982,,
Marine Wars,Digivision,Konami,1983,Action,PAL version released by Gakken.
M*A*S*H,20th Century Fox,20th Century Fox,1982,Action,
Master Builder,Spectravision,Spectravision,1983,Action,
Masters of the Universe: The Power of He-Man,Mattel Electronics,M Network,1983,Action,
MegaBoy,,Dynacom,1990,Educational,"The cartridge, the only known 64k Atari 2600 game, came with a Brazilian portable console also called Megaboy."
Mega Force,20th Century Fox,20th Century Fox,1982,Action,
Megamania,Activision,Activision,1982,Action,
Miner 2049er,Big Five Software,Tigervision,1983,Action,
Miner 2049er II,Big Five Software,Tigervision,1982,Action,
Mines of Minos,CommaVid,CommaVid,1983,Action,
Missile Control,,Video Gems,1983,Action,PAL-format
Mission 3000 A.D.,Bit Corporation,Bit Corporation,1983,Action,
Mission Survive,,Video Gems,1983,Action,PAL-format
Mogul Maniac,Video Soft,Amiga,1983,"Action, Simulation, Sports",
Montezuma's Revenge: Starring Panama Joe,James Wickstead Design Associates,Parker Brothers,1984,Action,
Moonsweeper,Imagic (Bob Smith),Imagic,1983,Action,
Motocross,,Quelle,1983,"Racing / Driving, Sports",
Motocross Racer,Xonox,Xonox,1984,Racing / Driving,
Mountain King,VSS,CBS Electronics,1983,Action,
Mouse Trap,James Wickstead Design Associates,Coleco,1982,Action,licensed by Exidy; reissued by Atari in 1988 (CX-26146)
Mr. Do!,Individeo,Coleco,1983,Action,"licensed by Universal Co., Ltd."
Mr. Do's Castle,Parker Brothers,Parker Brothers,1984,Action,"licensed by Universal Co., Ltd."
Mr. Postman,,Bit Corporation,1983,,
The Music Machine,Christian Software Development,"Sparrow, HomeComputer Software",1983,"Action, Educational",
My Golf,Imagineering (company),HES,1990,,PAL-only
Name This Game,James Wickstead Design Associates,U.S. Games,1982,Action,
Nightmare,,Sancho / Tang's Electronic Co.,1983,Action,Panda released this game as Stunt Man
Night Stalker,M Network,Telegames,1989,Action,PAL release of Dark Cavern
No Escape!,Imagic,Imagic,1983,Action,
Nuts,,Technovision,1983,,PAL-only
Ocean City Defender,,Zellers,,,unlicensed reproduction of Atlantis
Off Your Rocker,Amiga,Amiga,1983,Action,
Oink!,Activision (Mike Lorenzen),Activision,1983,Action,
Omega Race,CBS Electronics,CBS Electronics,1983,Action,licensed by Bally Midway
Open Sesame,Bit Corporation,Bit Corporation,1983,Action,PAL release
Out of Control,Avalon Hill,Avalon Hill,1983,"Action, Racing / Driving",
Pac-Kong,,Funvision,1983,Action,A later PAL release of Funvision's Inca Gold
Panda Chase,,Home Vision,1983,,PAL-only
Parachute,Gem International Corporation,Home Vision,1983,Action,PAL-only
Paris Attack,unknown,Starsoft,1982,Action / Shooter,PAL-only
Party Mix (cassette),Starpath,Starpath,1983,"Action, Racing / Driving",
Pete Rose Baseball,Imagineering,Absolute Entertainment,1988,Sports,
Phantom Tank,,Bit Corporation,1983,,PAL release
Phantom-Panzer,,Quelle,1983,Action,Quelle's PAL release of Bit Corporation's Phantom Tank
Phaser Patrol (cassette),Starpath,Starpath,1982,Action,
Philly Flasher,"Mystique, PlayAround",Mystique,1982,"Adult, Action",Released as a 2-in-1 cart with Cathouse Blues
Pick 'n Pile,Ubisoft,Salu Ltd,1990,Strategy,PAL-only
Picnic,Western Technologies,U.S. Games,1983,Action,
Piece o' Cake,Western Technologies,U.S. Games,1983,Action,
Pinball,,Zellers,,Pinball,unlicensed reproduction of Video Pinball
Piraten-Schiff,,Spectravision,,,PAL release of Gas Hog
Pitfall!,Activision (David Crane),Activision,1982,Action,
Pitfall II: Lost Caverns,Activision (David Crane),Activision,1984,Action,
Planet Patrol,Spectravision,Spectravision,1983,Action,
Planeten Patrouile,,Spectravision,,,PAL release of Planet Patrol
Plaque Attack,Activision,Activision,1983,Action,
Polaris,Tigervision,Tigervision,1982,Action,licensed by Taito
Pooyan,Konami,Konami,1983,Action,PAL version released by Gakken.
Popeye,Parker Brothers,Parker Brothers,1983,Action,licensed by Nintendo
Porky's,"Dunhill Electronic Media, Lazer Microsystems",20th Century Fox,1983,Adventure,
Pressure Cooker,Activision,Activision,1983,Action,
Private Eye,Activision (Bob Whitehead),Activision,1983,Action,
Pyramid War,,S.S.,1983,,PAL release
Q*bert,James Wickstead Design Associates,Parker Brothers,1983,Action,Reissued by Atari in 1988 (CX-26150)
Q*bert's Qubes,Mylstar Electronics,Parker Brothers,1984,Action,
Quest for Quintana Roo,VSS,Sunrise,1983,"Action, Adventure",
Quick Step,Imagic,Imagic,1983,Action,
Rabbit Transit (cassette),Starpath,Starpath,1983,Action,
Racquetball,Apollo,Apollo,1981,"Action, Sports",
Radar,,Zellers,1983,,unlicensed reproduction of Cruise Missile
Raft Rider,Western Technologies,U.S. Games,1983,Action,
Ram It,Telesys,Telesys,1983,Action,
Rampage,Bob Polaro,Activision,1989,Action,licensed by Bally Midway.
Reactor,D. Gottlieb & Co.,Parker Brothers,1982,Action,
Red Sea Crossing,Steve Schustack,Inspirational Video Concepts,1983,,Only available through mail order from a magazine. 100 copies were apparently produced but only 2 have been found.
Rescue Terra 1,VentureVision,VentureVision,1982,Action,
Revenge of the Beefsteak Tomatoes,20th Century Fox,20th Century Fox,1983,Action,
Riddle of the Sphinx,Imagic (Bob Smith),Imagic,1982,"Action, Adventure",
River Patrol,Orca Corporation,Tigervision,1984,Action,
River Raid,Activision (Carol Shaw),Activision,1982,Action,
River Raid II,Imagineering,Activision,1988,Action,
Robin Hood/Sir Lancelot - The Joust,"Computer Magic, Ltd.",Xonox,1983,Action,double-ended cartridge
Robin Hood,Xonox,Xonox,1983,Action,
Robot Commando Raid,,VidTec,1982,,
Robot Tank,Activision (Alan Miller),Activision,1983,Action,
Roc'n Rope,Coleco,Coleco,1984,Action,licensed by Konami
Room of Doom,CommaVid,CommaVid,1982,Action,
Save Our Ship,,Technovision,1983,,PAL release
Scuba Diver,,Panda,1983,,
Sea Hawk,Froggo,Froggo,1988,Action,
Seahawk,,Sancho (Tang's Electronic Co.),1982,Action,
Seamonster,,Puzzy / Bit Corporation,1982,Action,
Seaquest,Activision,Activision,1983,Action,
Sea Hunt,Froggo,Froggo,1987,Action,Froggo's release of Panda's Scuba Diver
Shark Attack,,Apollo,1982,,"A re-release of Lochjaw, which has subtle differences"
Shootin' Gallery,Imagic,Imagic,1983,Action,
Shuttle Orbiter,Avalon Hill,Avalon Hill,1983,"Action, Simulation",
Sir Lancelot,Xonox,Xonox,1983,Action,
Skate Boardin': A Radical Adventure,Imagineering,Absolute Entertainment,1987,"Action, Sports",
Skeet Shoot,Apollo,Apollo,1981,Action,
Skiing,Activision (Bob Whitehead),Activision,1980,Sports,
Sky Jinks,Activision (Bob Whitehead),Activision,1982,Racing / Driving,
Sky Skipper,Parker Brothers,Parker Brothers,1983,Action,
Smurf: Rescue in Gargamel's Castle,James Wickstead Design Associates,Coleco,1982,Action,
The Smurfs Save the Day[19],,Coleco,1983,Action,Kid Vid Voice Module required to function
Snail Against Squirrel,,Bit Corporation,1983,Action,PAL release. Released in NTSC format as Squirrel
Sneak 'N Peek,James Wickstead Design Associates,U.S. Games,1982,Simulation,
Solar Fox,CBS Electronics,CBS Electronics,1983,Action,licensed by Bally Midway
Solar Storm,Imagic,Imagic,1983,Action,
Sorcerer,Mythicon,Mythicon,1983,Action,
Space Adventure,,Zellers,1981,,Zellers' release of 20th Century Fox's Flash Gordon
Space Attack,APh Technological Consulting,M Network,1982,Action,
Space Canyon,Apollo,Panda,1983,Action,Panda's release of Apollo's Space Cavern
Space Cavern,Apollo,Apollo,1982,Action,
Spacechase,Apollo,Apollo,1981,Action,
Space Grid,,Action Hi-Tech,,,PAL-format[13]
Space Jockey,James Wickstead Design Associates,U.S. Games,1982,Action,
Spacemaster X-7,Sirius Software,20th Century Fox,1983,"Action, Strategy",
Space Shuttle: A Journey into Space,Activision,Activision,1983,Simulation,
Spiderdroid,Froggo,Froggo,1987,Action,Froggo's release of Parker Brothers' Amidar
Spider Fighter,Activision,Activision,1982,Action,
Spider-Man,Parker Brothers,Parker Brothers,1982,Action,
Spider Maze,,K-Tel Vision,1982,,K-Tel Vision's NTSC release of Funvision's Inca Gold
Spike's Peak,Xonox,Xonox,1983,Action,
Spitfire Attack,Milton Bradley,Milton Bradley,1983,Action,
Springer,Orca Corporation,Tigervision,1983,Action,
Spy Hunter,Sega,Sega,1984,"Action, Racing / Driving",licensed by Bally Midway
Squeeze Box,James Wickstead Design Associates,U.S. Games,1982,Action,
Sssnake,Data Age,Data Age,1982,Action,
Stampede,Activision (Bob Whitehead),Activision,1981,Action,
Star Fox,Mythicon,Mythicon,1983,Action,
Stargunner,Telesys,Telesys,1982,Action,
Starmaster,Activision (Alan Miller),Activision,1982,Action,
Star Strike,Mattel Electronics,M Network,1982,Action,conversion of Intellivision Star Strike
Star Trek: Strategic Operations Simulator,Sega,Sega,1983,Action,
Star Voyager,Imagic (Bob Smith),Imagic,1982,Action,
Star Wars: The Arcade Game,James Wickstead Design Associates,Parker Brothers,1984,Action,
Star Wars: Jedi Arena,Parker Brothers,Parker Brothers,1983,Action,
Star Wars Return of the Jedi: Death Star Battle,Parker Brothers,Parker Brothers,1983,Action,
Star Wars: The Empire Strikes Back,Parker Brothers,Parker Brothers,1982,Action,
Steeplechase,,Video Gems,1983,"Action, Sports",PAL-format[17]
Strategy X,Konami,Konami,1983,Action,PAL version released by Gakken.
Strawberry Shortcake: Musical Match-ups,Parker Brothers,Parker Brothers,1983,Strategy,
Stronghold,CommaVid,CommaVid,1983,Action,
Stunt Man,,Panda,1983,Action,Panda's NTSC release of Sancho's Nightmare
Sub-Scan,Sega,Sega,1983,Strategy,Sega's release of its Deep Scan arcade game
Subterranea,Imagic,Imagic,1983,Action,
Suicide Mission (cassette),Starpath,Starpath,1982,Action,
Summer Games,Epyx,Epyx,1987,"Action, Sports",
Super Baumeister,,Spectravision,1983,Arcade,PAL release of Master Builder
Super Challenge Baseball,APh Technological Consulting,M Network,1982,Sports,reissued by Telegames in 1988
Super Challenge Football,APh Technological Consulting,M Network,1982,Sports,reissued by Telegames in 1988
Super Cobra,Roklan Corporation,Parker Brothers,1983,Action,licensed by Konami
Surfer's Paradise: But Danger Below!,,Video Gems,1983,"Action, Sports",PAL-format
Survival Island (cassette),Starpath,Starpath,1983,Adventure,
Survival Run,Renaissance Technology,Milton Bradley,1983,Action,
Sword of Saros (cassette),Starpath,Starpath,1983,"Adventure, RPG",
Tac-Scan,Sega,Sega,1983,Action,
Tank Brigade,,Panda,1983,,Panda's NTSC release of Bit Corporation's Phantom Tank
Tank City,,Action Hi-Tech,,,PAL release of Sega's Thunderground
Tanks But No Tanks,,Zimag,1983,,Zimag's NTSC release of Bit Corporation's Phantom Tank
Tapeworm,Spectravision,Spectravision,1982,Action,
Tapper,Beck-Tech,Sega,1984,Action,
Task Force,,Froggo,1988,,Froggo's release of Spectravision's Gangster Alley
Tax Avoiders,Dunhill Electronics,American Videogame,1982,Action,
Tennis,Activision (Alan Miller),Activision,1981,Sports,
The Texas Chainsaw Massacre,VSS,Wizard Video,1983,Action,
Threshold,On-Line Systems,Tigervision,1983,Fixed shooter,
Thunderground,Sega,Sega,1983,Action,
Time Pilot,Coleco,Coleco,1983,Action,licensed by Konami
Time Warp,,Zellers,1983,,Zellers' NTSC release of Funvision's Time Warp
Title Match Pro Wrestling,Imagineering,Absolute Entertainment,1987,Sports,
Tomarc the Barbarian,Xonox,Xonox,1983,Action,
Tomcat: The F-14 Fighter Simulator AKA Dan Kitchen's Tomcat: The F-14 Fighter Simulator,Imagineering (Dan Kitchen),Absolute Entertainment,1988,"Action, Simulation",
Tooth Protectors,DSD,Camelot,1983,Action,Was only available via mail order from Johnson & Johnson
Towering Inferno,Western Technologies,U.S. Games,1982,Action,
Treasure Below,,Video Gems,1983,Action,PAL-format[17]
Trick Shot,Imagic,Imagic,1983,Sports,
Tron: Deadly Discs,APh Technological Consulting,M Network,1982,Action,conversion of Intellivision Tron: Deadly Discs
Tunnel Runner,CBS Electronics,CBS Electronics,1983,Action,
Turmoil,Sirius Software,20th Century Fox,1982,Action,
Tutankham,Parker Brothers,Parker Brothers,1983,Action,licensed by Konami
Universal Chaos,,Telegames,1983,Action,
Up'n Down,Sega,Sega,1984,"Action, Racing / Driving",
Venture,Coleco,Coleco,1982,Action,licensed by Exidy; reissued by Atari in 1988 (CX-26145)
Video Jogger,Exus Corporation,Exus Corporation,1983,Action,
Video Life,CommaVid,CommaVid,1981,Life Simulation,
Video Reflex,Exus Corporation,Exus Corporation,1983,Action,
Vulture Attack,,K-Tel Vision,1982,,K-Tel Vision's release of Ultravision's Condor Attack game program
Wabbit,Apollo,Apollo,1982,Action,
Wall Ball,,Avalon Hill,1983,,
Wall-Defender,Bomb,Bomb,1983,Action,
War Zone,,Action Hi-Tech,,,PAL release of 20th Century Fox's M*A*S*H
Warplock,Data Age,Data Age,1982,Action,
Weltraumtunnel (Space Tunnel),BitCorp,BitCorp - Quelle,1982,Action,"PAL-Release - Quelle-variant is a BitCorp-clone; also known e.g. as Ataque Laser, Innerspace, Laser Volley, Laser Gate, Laser Gates"
Westward Ho,PlayAround,PlayAround,1983,"Adult, Western","PlayAround’s rebrand of Custer’s Revenge, which never appeared in the US markets. PAL-only."
Wing War,Imagic,Imagic,1983,Action,PAL-only
Winter Games,Action Graphics,Epyx,1987,"Action, Sports",
Wizard of Wor,Roklan Corporation,CBS Electronics,1982,Action,licensed by Bally Midway
Word Zapper,James Wickstead Design Associates,U.S. Games,1982,Action,
Worm War I,Sirius Software,20th Century Fox,1982,Shooter,
X-Man,,Universal Gamex,1983,"Adult, Simulation",Adult-themed game unrelated to the X-Men.
The Year 1999,,Rainbow Vision,1983,Shooter,PAL exclusive
Z-Tack,Bomb,Bomb,1983,Action,
Zaxxon,Coleco,Coleco,1982,Action,licensed by Sega
Zoo Fun,,Suntek,1983,,PAL-only
2005 Minigame Multicart,"Chris Walton, Fred Quimby, Bob Montgomery, and Zach Matley",AtariAge,2005,Action,
2048 2600,Carlos Duarte do Nascimento (chesterbr),self-published,2014,Puzzle,Clone of 2048
A-VCS-tec Challenge,"Simon Quernhorst (Programmer), Paul Slocum (Music)",AtariAge,2006,Action,Clone of Aztec Challenge
Aardvark,Óscar Toledo G. and Thomas Jentzsch and Nathan Strum,AtariAge,2019,Action,Variation of Anteater
Actionauts,Rob Fulop,,2008,Simulation,Originally planned for release in 1984
Alfred Challenge,Eric Bacher,Ebivision,1998,Action,Platform-and-ladder game[citation needed]
Allia Quest,Igor Barzilai,Ebivision,2001,Action,Fixed shooter[citation needed]
Alien Greed,Chris Read,Self-Published,2007,Action,
Alien Greed 2,Scott Dayton,Neo Games,2008,Action,
Alien Greed 3,Chris Read,Neo Games,2010,Action,
Alien Greed 4,Chris Read,2600Connection,2012,Action,
Astronomer,Alex Pietrow,Packrat,2018,Simulation,A astronomy simulator where the player can use a telescope to observe stars. It is a pack in game for the Retron 77.
Bee-Ball,Ivan Machado,AtariAge,2007,Action,
Bell Hopper,Tomas Härdin,self-published,2011,Action,A demake of Winterbells. Placed 5th in the game development competition at Assembly Summer 2011.
Bigfoot Family Search,Jason Santuci and Bobby Alexander,,,,
Boulder Dash,Thomas Jentzsch and Andrew Davie,AtariAge,2011,Action,
Chetiry,"Chris Walton, Zach Matley, Fred Quimby",Atari Age,,Puzzle,Tetris clone. Melody Enhanced
Circus Convoy,Audacity Games,Audacity Games,2021,Action Adventure,"First game from publisher founded by David Crane, Garry Kitchen and Dan Kitchen."
Climber 5,Dennis Debro,XYPE,2004,Action,Included in the Activision Anthology.[22]Included in the Atari Flashback 2 as Atari Climber.
Conquest of Mars,Champ Games (John W. Champeau),AtariAge,2006,Action,Clone of Atari 8-bit family game Caverns of Mars[28]
Draconian,"SpiceWare (Darrell Spice, Jr.) Additional programming by Chris Walton. Music, Speech, Sound Effects by Michael Haas",AtariAge,2017,Action,"Clone of Arcade game Bosconian, Draconian includes levels from both arcade versions (Namco and Midway), plus original levels"
Dungeon,David Weavil,Atari Age,2009,Adventure,
Dungeon II: Solstice,David Weavil,Atari Age,2019,Adventure,
Duck Attack!,Will Nicholes,AtariAge,2010,Action-Adventure,Loosely based on Adventure
Edtris 2600,Ed Federmeyer,Hozer Video Games,1995,Strategy,Clone of Tetris
Euchre,Erik Eid,self-published,2002,Strategy,Included in the Activision Anthology as Video Euchre
Fall Down,Aaron Curtis,AtariAge,2005,Action,
FlapPing,Kirk Israel,AtariAge,2004,Action,
Four-Play,Zach Matley,AtariAge,2006,Strategy,
Galactopus!,Ric Pryor,AtariAge,2015,Action/Shooter,
Galagon,"John W. Champeau, Nathan Strum, Ross Keenum",AtariAge,2019,Action,Supports AtariVox/Savekey for saving high scores
Grizzards,"Bruce-Robert Pocock, Zephyr Salz",AtariAge,2022,RPG,"Supports AtariVox for voice. Contains save-to-cartridge circuitry on physical release, or uses AtariVox/Savekey for demo/download version."
Go Fish!,Bob Montgomery,AtariAge,2005,Action,
Gunfight,Manuel Rotschkar,XYPE,2001,Action,
Halo 2600,Ed Fries,AtariAge,2010,Action,Based on Bungie's Halo series; Fries was involved in Microsoft's acquisition of Bungie
Heist,Timothy Marsh,Self Published,2019,Action,
High Score Screen Burn Slow Burn,BJ Best,8bitclassics.com,2010,Action,High Score Screen Burn Slow Burn: The game that’s maybe not a game!
Hunchy II,Chris Walton,AtariAge,2005,Action,
Jammed,Thomas Jentzsch,XYPE,2001,Strategy,
Juno First,Chris Walton,AtariAge,2009,Action,Clone of arcade game of the same name.[citation needed]
K.O. Cruiser,Devin Cook,AtariAge,2010,Sports,
Lady Bug,Champ Games (John W. Champeau),AtariAge,2006,Action,Clone of arcade game of the same name.[citation needed]
Mappy,"John W. Champeau, Mike Haas, Thomas Jentzsch",AtariAge,2019,Action/Platform,"Clone of arcade game of the same name, AtariVox Enhanced"
Marble Craze,Paul Slocum,XYPE,2002,Action,
Mean Santa,John K. Harvey,2600 Connection [1],2009,Action/Strategy,
Medieval Mayhem,SpiceWare (Darrell Spice Jr.),AtariAge,2006,Action,Remake of Warlords that adds arcade features missing from the original home version.
Monkey King,Alex Pietrow,,2018,Action,Strategic endless runner.
Okie Dokie,Bob Colbert,Retroware,1996,Strategy,Included in the Activision Anthology
Oystron,Piero Cavina,XYPE,1997/1998,Action,Included in the Activision Anthology
Pesco,Eric Bacher,Ebivision,1999,Action,
Pick Up,20th Century Fox,Mark Klein,2002,Shooter,"Finished, but unreleased until self-published at 2002 Classic Gaming Expo"
Pressure Gauge,John K. Harvey,Self-published,1999,Action/Puzzle,
Princess Rescue,Chris Spry,AtariAge,2013,Action,Clone of Super Mario Bros.
Qb,Andrew Davie,XYPE,2001,Action/Puzzle,
Scramble,John W. Champeau (Champ Games),AtariAge,2016,Action,Clone of arcade game of the same name.
Seawolf,Manuel Rotschkar,XYPE,2004,Action,
Shield Shifter,John Reder,Good Deal Games,2009,,
Skeleton+,Eric Ball,AtariAge,2003,First-person shooter,Included in the Activision Anthology
Snappy,Sebastian Mihai,Self Published,2012,Action,
Sound X,Ed Federmeyer,Hozer Video Games,1994,Music,
Space Game,"Karl Garrison, Maggie Vogel",AtariAge,2018,Action,AtariVox Enhanced
Space Rocks,"Darrell Spice, Jr.",AtariAge,2013,Action,AtariVox Enhanced
Space Treat Deluxe,Fabrizio Zavagli,AtariAge,2003,Action,Included in the Activision Anthology
Space Instigators,Christopher Tumber,XYPE,2002,Action,
Squish 'Em,Bob Montgomery,AtariAge,2007,Action,Clone of Atari 8-bit family game of the same name.
The Stacks,Mike Mika and Kevin Wilson,Parzavision,2011,Action,Pitfall!-like game based on a fictional homebrew mentioned in the novel Ready Player One and made downloadable at http://anoraksalmanac.com/gate1/stacks/ as part of a contest to win a DMC DeLorean
Star Fire,"Manuel Rotschkar, Thomas Jentzsch",XYPE,2003,Action,Clone of arcade game of the same name.
Stay Frosty,SpiceWare (Darrell Spice Jr.),AtariAge,2007,Action,Also included on 2007 AtariAge Holiday Cart: Stella's Stocking
Stay Frosty 2,SpiceWare (Darrell Spice Jr.),AtariAge,2014,Action,
Stell-A-Sketch/Okie Dokie,Bob Colbert,Retroware,1997,Strategy,
Strat-O-Gems Deluxe,John Payson,AtariAge,2005,Strategy,
Super Cobra Arcade,Champ Games (John W. Champeau),AtariAge,2017,Action,Clone of arcade game Super Cobra
SWOOPS!,Thomas Jentzsch,AtariAge,2005,Action,
Synthcart,Paul Slocum,AtariAge,2002,Music,[31] Keyboard controllers are used to create sound loops
Thrust,Thomas Jentzsch,XYPE,2000,Action,[31] Clone of computer game of same name. Re-released with enhancements in 2002 as Thrust+ DC Edition and in 2003 as Thrust+ Platinum
Toyshop Trouble,"John Payson, Zach Matley, Bob Montgomery, Thomas Jentzsch, Nathan Strum",AtariAge,2007,Action,[31] Also released in 2006 as 2006 AtariAge Holiday Cart: Toyshop Trouble
Turbo,AtariAge,AtariAge,2010,Racing / Driving,Clone of arcade game of the same name.[citation needed]
Vault Assault,Brian Prescott,self-published,2001,Action,Included in the Activision Anthology[22]
Vong,Rick Skrbina,self-published,2008,Sports,[37]
Wall Jump Ninja,Walaber,AtariAge,2015,Action,Supports the AtariVox
Warring Worms,Baroque Gaming (Billy Eno),AtariAge,2002,Action,[31] Expanded and re-released in 2005 as Warring Worms: The Worm (Re)Turns
The Wicked Father,Juno (Jamie Hamshere),self-published,2011,Action,
Zippy the Porcupine,Chris Spry,AtariAge,2015,Action,Game based on Sonic the Hedgehog
Zoo Keeper,Champ Games (John W. Champeau),AtariAge,2021,Action,Clone of arcade game of the same name.[38]
